"Story","Title","Result","Date","Stability","Duration (s)"
"Navigate GMM","Getting to page that shows application","SUCCESS","2017-09-12T10:11:35.947-04:00[America/New_York]","0.0","9.76"
"Navigate GMM","Create a grant application","ERROR","2017-09-12T10:11:52.125-04:00[America/New_York]","0.0","4.36"
"Navigate GMM","Enter application data","SUCCESS","2017-09-12T10:11:57.232-04:00[America/New_York]","0.0","0.02"
